,Hour,GHI,T-Td,Td,TARGET,DHI,DNI,WS,RH,T
316,14,111,14.835125689261549,3.6648743107384516,10.41499647,108,3,2.0,37.37,18.5
317,14,149,13.74046480901233,3.6595351909876674,13.88682987,142,7,1.9,40.03,17.4
318,15,272,11.833172293952735,4.4668277060472645,24.02075292,205,67,1.9,45.42,16.3
319,15,459,10.917587850910817,4.482412149089183,38.09578970000001,286,173,2.0,48.16,15.4
320,16,156,9.734082069661422,4.765917930338579,14.45027007,150,6,2.1,52.05,14.5
321,16,86,9.734082069661422,4.765917930338579,8.06963134,86,0,2.1,52.05,14.5
322,17,56,9.099981869774819,4.50001813022518,5.254695645,56,0,1.4,54.16,13.6
323,17,239,8.600656791045907,4.499343208954093,13.98132061,100,139,0.9,55.95,13.1
324,18,115,7.65359164619618,4.94640835380382,5.442423166,38,77,0.4,59.64,12.6
325,18,36,6.65451869591546,4.94548130408454,1.7828823569999999,16,20,0.4,63.69,11.6
326,19,5,4.375119228766511,6.224880771233488,0.469184725,5,0,0.4,74.36,10.6
327,19,1,3.8771629133091654,6.222837086690834,0.093837461,1,0,0.3,76.87,10.1
328,20,0,3.715942264023126,5.8840577359768735,0.0,0,0,0.1,77.65,9.6
329,20,0,3.5158497384643805,5.88415026153562,0.0,0,0,0.2,78.7,9.4
330,21,0,3.5195052899712485,5.680494710028751,0.0,0,0,0.2,78.65,9.2
331,21,0,3.121116158898321,5.67888384110168,0.0,0,0,0.4,80.79,8.8
332,22,0,3.0809910636844897,5.319008936315511,0.0,0,0,0.7,80.96,8.4
333,22,0,2.881829505825846,5.318170494174153,0.0,0,0,0.9,82.06,8.2
334,23,0,2.9422634779272814,5.057736522072719,0.0,0,0,1.1,81.69,8.0
335,23,0,2.7419711939440674,5.058028806055932,0.0,0,0,1.2,82.81,7.8
288,0,0,21.54907727453879,-14.049077274538789,0.0,0,0,2.6,20.03,7.5
289,0,0,21.447334044938238,-14.047334044938237,0.0,0,0,2.6,20.17,7.4
290,1,0,20.93626557959397,-13.636265579593971,0.0,0,0,2.6,21.0,7.3
291,1,0,20.83277819799432,-13.63277819799432,0.0,0,0,2.6,21.15,7.2
292,2,0,19.54159975665926,-12.441599756659258,0.0,0,0,2.5,23.45,7.1
293,2,0,19.54159975665926,-12.441599756659258,0.0,0,0,2.4,23.45,7.1
294,3,0,17.75410404231043,-10.75410404231043,0.0,0,0,2.2,27.02,7.0
295,3,0,17.85207842933913,-10.75207842933913,0.0,0,0,2.2,26.84,7.1
296,4,0,16.25891513976398,-9.158915139763982,0.0,0,0,2.1,30.43,7.1
297,4,0,16.658819750807112,-9.15881975080711,0.0,0,0,2.0,29.61,7.5
298,5,0,15.419247900483064,-7.6192479004830655,0.0,0,0,1.9,32.7,7.8
299,5,0,16.01719384389998,-7.617193843899981,0.0,0,0,1.7,31.4,8.4
300,6,1,15.025141741521143,-6.125141741521143,0.09383869800000001,1,0,1.6,34.04,8.9
301,6,152,16.522202639239456,-6.122202639239455,3.4719745939999997,28,124,1.4,30.79,10.4
302,7,452,15.907204277905223,-4.007204277905223,11.07260129,49,403,1.3,32.71,11.9
303,7,623,17.402618582264452,-4.00261858226445,19.79898604,64,559,1.3,29.66,13.4
304,8,505,18.207733655968394,-3.307733655968393,24.11495507,123,382,1.3,28.35,14.9
305,8,551,19.32333295919285,-3.323332959192849,30.40136566,152,399,1.4,26.39,16.0
306,9,919,23.79413580848734,-6.794135808487339,47.57198447,90,829,1.6,19.05,17.0
307,9,1025,24.790963391900405,-6.790963391900403,57.04822215,68,957,1.6,17.89,18.0
308,10,1046,27.66975422194529,-8.769754221945293,62.95884601,70,976,1.6,14.51,18.9
309,10,1064,28.465653288900107,-8.76565328890011,67.64967034,69,995,1.6,13.81,19.7
310,11,1077,30.11300052532757,-9.613000525327571,70.93301114,66,1011,1.6,12.3,20.5
311,11,1082,31.03315213012074,-9.63315213012074,72.6211739,66,1016,1.5,11.62,21.4
312,12,1082,32.14264261931828,-9.942642619318278,72.71436026,65,1017,1.5,10.8,22.2
313,12,1077,32.855852222789466,-9.955852222789465,71.21261259,63,1014,1.4,10.34,22.9
314,13,1069,33.59911125210293,-10.099111252102926,68.30361006,62,1007,1.3,9.86,23.5
315,13,1054,33.80166851436718,-10.101668514367176,63.89375849,60,994,1.3,9.74,23.7
316,14,1036,33.9932092274456,-10.0932092274456,58.26422436,59,977,1.2,9.63,23.9
317,14,1008,33.80166851436718,-10.101668514367176,51.32141835,56,952,1.2,9.74,23.7
318,15,973,33.38223007932406,-9.88223007932406,43.44034541,53,920,1.2,10.03,23.5
319,15,923,32.388696874791975,-9.888696874791977,34.71512848,49,874,1.0,10.65,22.5
320,16,848,27.217835330651333,-5.717835330651332,25.33293979,43,805,0.8,15.63,21.5
321,16,732,27.217835330651333,-5.717835330651332,15.76271809,36,696,0.8,15.63,21.5
322,17,528,21.1536604244382,-4.353660424438198,6.94346073,27,501,0.7,23.22,16.8
323,17,100,19.856614755217713,-4.356614755217711,0.75065513,8,92,0.6,25.22,15.5
324,18,0,20.27338252762283,-6.0733825276228295,0.0,0,0,0.4,24.08,14.2
325,18,0,19.175425064331698,-6.075425064331698,0.0,0,0,0.5,25.86,13.1
326,19,0,17.735837252223867,-5.635837252223867,0.0,0,0,0.5,28.55,12.1
327,19,0,17.035321376112698,-5.635321376112697,0.0,0,0,0.8,29.9,11.4
328,20,0,16.624017985676144,-5.824017985676142,0.0,0,0,1.0,30.67,10.8
329,20,0,16.024161460388186,-5.824161460388187,0.0,0,0,1.2,31.92,10.2
330,21,0,15.690657409132056,-6.090657409132056,0.0,0,0,1.4,32.56,9.6
331,21,0,15.391683475411037,-6.0916834754110365,0.0,0,0,1.6,33.22,9.3
332,22,0,15.57050090321034,-6.570500903210339,0.0,0,0,1.7,32.68,9.0
333,22,0,15.372005066821607,-6.572005066821606,0.0,0,0,1.8,33.12,8.8
334,23,0,15.55856450438457,-6.958564504384571,0.0,0,0,1.9,32.59,8.6
335,23,0,15.35620379769647,-6.95620379769647,0.0,0,0,1.9,33.04,8.4
288,0,0,3.067428261033217,-3.8674282610332167,0.0,0,0,1.5,79.72,-0.8
289,0,0,3.067428261033217,-3.8674282610332167,0.0,0,0,1.4,79.72,-0.8
290,1,0,3.136308927864163,-3.936308927864163,0.0,0,0,1.2,79.31,-0.8
291,1,0,3.136308927864163,-3.936308927864163,0.0,0,0,1.2,79.31,-0.8
292,2,0,3.190289584244404,-3.9902895842444037,0.0,0,0,1.3,78.99,-0.8
293,2,0,3.0900562376135983,-3.990056237613598,0.0,0,0,1.3,79.57,-0.9
294,3,0,3.0984466484442423,-3.9984466484442422,0.0,0,0,1.3,79.52,-0.9
295,3,0,2.998942271993025,-3.998942271993025,0.0,0,0,1.2,80.1,-1.0
296,4,0,3.0256281911089307,-4.025628191108931,0.0,0,0,1.1,79.94,-1.0
297,4,0,2.9250547218761684,-4.0250547218761685,0.0,0,0,1.0,80.53,-1.1
298,5,0,2.978176705067749,-4.078176705067749,0.0,0,0,0.9,80.21,-1.1
299,5,0,3.0791426857161515,-4.0791426857161515,0.0,0,0,0.8,79.62,-1.0
300,6,0,3.1009375442281923,-4.100937544228192,0.0,0,0,0.7,79.49,-1.0
301,6,2,3.501607302100781,-4.101607302100781,0.187696993,2,0,0.6,77.2,-0.6
302,7,38,3.902842215065598,-4.102842215065598,2.627746346,27,11,0.6,74.98,-0.2
303,7,95,4.703416496571137,-4.103416496571137,6.475460849,63,32,0.8,70.76,0.6
304,8,150,5.744608904161026,-4.244608904161026,10.51078901,99,51,1.0,65.63,1.5
305,8,135,6.444849844532939,-4.244849844532939,11.16762741,111,24,1.1,62.43,2.2
306,9,214,7.551185040436139,-4.751185040436139,15.57826828,133,81,1.2,57.59,2.8
307,9,424,8.251630009048498,-4.7516300090484975,25.61948508,141,283,1.2,54.81,3.5
308,10,662,9.468645648438958,-5.168645648438958,38.38196802,143,519,1.3,50.21,4.3
309,10,748,10.08523465760263,-5.18523465760263,45.41992670000001,161,587,1.3,48.09,4.9
310,11,701,11.164581979354518,-5.564581979354518,45.88878778,203,498,1.3,44.51,5.6
311,11,984,11.88002083379326,-5.5800208337932595,58.18165550000001,103,881,1.3,42.36,6.3
312,12,1013,13.179897641506257,-6.279897641506256,59.30736096,91,922,1.4,38.54,6.9
313,12,1063,13.695499528255095,-6.295499528255093,59.96391676,67,996,1.3,37.2,7.4
314,13,1055,14.81820021023142,-6.91820021023142,57.05455562,65,990,1.3,34.28,7.9
315,13,1038,15.017206145745803,-6.917206145745804,52.64397261,63,975,1.3,33.82,8.1
316,14,1015,15.780004468856792,-7.480004468856791,47.01349786,61,954,1.2,31.95,8.3
317,14,978,15.578538576506759,-7.47853857650676,40.06947648,56,922,1.2,32.39,8.1
318,15,926,15.735449875771248,-7.835449875771248,32.18702727,52,874,1.1,31.94,7.9
319,15,846,14.737806480571393,-7.837806480571394,23.46019025,46,800,1.1,34.19,6.9
320,16,720,11.593907572039166,-5.793907572039166,14.45165191,37,683,1.1,43.14,5.8
321,16,506,11.593907572039166,-5.793907572039166,6.0997232089999995,26,480,1.1,43.14,5.8
322,17,91,9.513187765051933,-7.613187765051934,0.563075507,7,84,1.5,49.35,1.9
323,17,0,8.814429549360796,-7.614429549360796,0.0,0,0,1.7,51.88,1.2
324,18,0,8.735148100615456,-8.235148100615456,0.0,0,0,1.9,52.0,0.5
325,18,0,8.134486827234857,-8.234486827234857,0.0,0,0,1.9,54.31,-0.1
326,19,0,8.06386443865338,-8.66386443865338,0.0,0,0,1.9,54.47,-0.6
327,19,0,7.863845935289455,-8.663845935289455,0.0,0,0,1.8,55.27,-0.8
328,20,0,8.437768045237307,-9.437768045237307,0.0,0,0,1.6,52.79,-1.0
329,20,0,8.539180004219451,-9.439180004219452,0.0,0,0,1.5,52.4,-0.9
330,21,0,9.528543380425452,-10.228543380425451,0.0,0,0,1.4,48.53,-0.7
331,21,0,9.826288808104051,-10.226288808104051,0.0,0,0,1.4,47.49,-0.4
332,22,0,10.21828596766351,-10.21828596766351,0.0,0,0,1.4,46.16,0.0
333,22,0,10.417251576129715,-10.217251576129716,0.0,0,0,1.4,45.5,0.2
334,23,0,10.021987981558977,-9.721987981558977,0.0,0,0,1.4,46.97,0.3
335,23,0,10.021987981558977,-9.721987981558977,0.0,0,0,1.3,46.97,0.3
288,0,0,7.464860274297353,-9.864860274297353,0.0,0,0,3.3,56.58,-2.4
289,0,0,7.38046717271677,-9.88046717271677,0.0,0,0,3.4,56.93,-2.5
290,1,0,7.648423072316994,-10.148423072316994,0.0,0,0,3.5,55.74,-2.5
291,1,0,7.562896297558007,-10.162896297558007,0.0,0,0,3.6,56.09,-2.6
292,2,0,7.638185165686477,-10.338185165686477,0.0,0,0,3.6,55.73,-2.7
293,2,0,7.339190669520219,-10.33919066952022,0.0,0,0,3.7,56.98,-3.0
294,3,0,7.433944105933166,-10.633944105933166,0.0,0,0,3.7,56.5,-3.2
295,3,0,7.233494301075343,-10.633494301075343,0.0,0,0,3.9,57.35,-3.4
296,4,0,7.433485212946815,-10.933485212946815,0.0,0,0,4.0,56.42,-3.5
297,4,0,7.433485212946815,-10.933485212946815,0.0,0,0,4.3,56.42,-3.5
298,5,0,7.7259911459726585,-11.125991145972659,0.0,0,0,4.6,55.15,-3.4
299,5,0,7.741947195061982,-11.141947195061983,0.0,0,0,4.7,55.08,-3.4
300,6,0,7.978844127896972,-11.378844127896972,0.0,0,0,4.9,54.05,-3.4
301,6,0,8.67877348565414,-11.37877348565414,0.0,0,0,5.1,51.31,-2.7
302,7,41,9.11453682373567,-11.11453682373567,0.844649462,8,33,5.4,49.76,-2.0
303,7,205,10.53123286702534,-11.13123286702534,5.3493642910000005,39,166,5.6,44.85,-0.6
304,8,322,11.073164817000865,-10.173164817000865,11.44932781,72,250,5.8,43.41,0.9
305,8,470,12.173608481228161,-10.173608481228161,19.14454621,99,371,6.2,40.12,2.0
306,9,441,13.286409655284977,-10.086409655284978,22.42885393,125,316,6.7,37.1,3.2
307,9,850,13.486486348897433,-10.086486348897433,39.32079138,94,756,6.5,36.58,3.4
308,10,1006,14.06365603261823,-10.363656032618229,49.64350849,69,937,6.4,35.04,3.7
309,10,915,13.464953984925307,-10.364953984925307,51.33304009,115,800,6.6,36.55,3.1
310,11,651,13.155368629739169,-10.655368629739169,44.57651705,235,416,6.8,37.27,2.5
311,11,180,12.456936581595205,-10.656936581595204,14.54613326,117,63,6.8,39.17,1.8
312,12,37,12.32025488422777,-11.32025488422777,3.472333307,37,0,6.7,39.35,1.0
313,12,43,12.120338944779526,-11.320338944779525,4.035423253,43,0,6.5,39.92,0.8
314,13,59,12.91768557261076,-12.41768557261076,5.536994347,59,0,6.2,37.36,0.5
315,13,190,12.718888558115802,-12.418888558115802,16.79871469,163,27,6.1,37.9,0.3
316,14,504,13.727563753604237,-13.627563753604237,36.225240899999996,247,257,5.9,34.87,0.1
317,14,601,13.312682301648476,-13.612682301648476,36.97618564,194,407,5.7,35.94,-0.3
318,15,344,13.73444692817967,-14.53444692817967,23.46217565,178,166,5.5,34.57,-0.8
319,15,109,13.019922066026348,-14.519922066026348,9.854189579,103,6,5.0,36.43,-1.5
320,16,118,12.745422546203246,-14.845422546203245,8.634203992,82,36,4.5,37.07,-2.1
321,16,113,12.745422546203246,-14.845422546203245,7.414153428,71,42,4.5,37.07,-2.1
322,17,60,10.911947423903165,-14.911947423903165,3.5663761139999997,35,25,3.3,42.46,-4.0
323,17,9,10.311186447178873,-14.911186447178872,0.563115731,6,3,3.0,44.42,-4.6
324,18,0,9.828912255323793,-15.028912255323794,0.0,0,0,2.7,46.03,-5.2
325,18,0,9.428167357468814,-15.028167357468813,0.0,0,0,2.6,47.45,-5.6
326,19,0,9.265127723058903,-15.165127723058903,0.0,0,0,2.4,48.0,-5.9
327,19,0,8.866749068430444,-15.166749068430443,0.0,0,0,2.5,49.48,-6.3
328,20,0,8.749697294395798,-15.449697294395799,0.0,0,0,2.6,49.84,-6.7
329,20,0,8.549815405904164,-15.449815405904165,0.0,0,0,2.8,50.61,-6.9
330,21,0,8.76185413330991,-15.961854133309911,0.0,0,0,3.1,49.64,-7.2
331,21,0,8.66274389276525,-15.962743892765248,0.0,0,0,3.3,50.02,-7.3
332,22,0,9.303906604088588,-16.60390660408859,0.0,0,0,3.6,47.42,-7.3
333,22,0,9.203116461540136,-16.603116461540136,0.0,0,0,3.8,47.79,-7.4
334,23,0,9.918386824084124,-17.418386824084124,0.0,0,0,4.1,44.98,-7.5
335,23,0,9.71842070890364,-17.41842070890364,0.0,0,0,4.2,45.68,-7.7
288,0,0,3.657222708433691,-0.6572227084336909,0.0,0,0,1.4,76.91,3.0
289,0,0,3.357424055740174,-0.6574240557401739,0.0,0,0,1.5,78.56,2.7
290,1,0,3.666204827481703,-1.2662048274817033,0.0,0,0,1.5,76.76,2.4
291,1,0,3.448620349430261,-1.248620349430261,0.0,0,0,1.5,77.96,2.2
292,2,0,3.699310460142162,-1.799310460142162,0.0,0,0,1.5,76.49,1.9
293,2,0,3.4993660548419525,-1.7993660548419526,0.0,0,0,1.6,77.59,1.7
294,3,0,3.763701349904951,-2.263701349904951,0.0,0,0,1.6,76.06,1.5
295,3,0,3.664882138557755,-2.264882138557755,0.0,0,0,1.7,76.6,1.4
296,4,0,3.831113787909228,-2.6311137879092277,0.0,0,0,1.7,75.63,1.2
297,4,0,4.2151947931501415,-2.615194793150141,0.0,0,0,1.9,73.58,1.6
298,5,31,4.371286819607688,-2.3712868196076875,0.563074889,6,25,2.0,72.81,2.0
299,5,275,6.269598305649064,-2.369598305649064,5.442943597999999,37,238,2.5,63.66,3.9
300,6,510,6.42786489952692,-0.6278648995269198,13.41939106,59,451,3.0,63.37,5.8
301,6,673,8.124936923033312,-0.6249369230333116,22.89699469,76,597,2.8,56.4,7.5
302,7,784,9.092819697849121,0.10718030215087784,32.843436100000005,88,696,2.7,53.01,9.2
303,7,865,10.2890788677268,0.11092113227319937,42.8835781,99,766,2.7,48.93,10.4
304,8,924,12.537149551969454,-0.9371495519694555,52.45427567,107,817,2.6,41.87,11.6
305,8,970,13.334539073373175,-0.9345390733731745,61.55581802,114,856,2.6,39.73,12.4
306,9,1006,14.998868087079945,-1.7988680870799465,69.9065262,119,887,2.6,35.39,13.2
307,9,1035,15.696961908949422,-1.7969619089494226,77.3188381,125,910,2.6,33.82,13.9
308,10,1055,17.285423645986345,-2.5854236459863467,83.41728478,127,928,2.6,30.3,14.7
309,10,1074,17.984034130667922,-2.584034130667922,88.57740264,124,950,2.6,28.97,15.4
310,11,1088,19.322431150986993,-3.2224311509869934,92.42380328,118,970,2.5,26.42,16.1
311,11,1092,19.938680964132907,-3.2386809641329055,94.39363746,118,974,2.4,25.4,16.7
312,12,1094,20.952577146121786,-3.652577146121786,95.04982516,118,976,2.3,23.71,17.3
313,12,1092,21.35219592892253,-3.652195928922531,94.20494065,117,975,2.2,23.12,17.7
314,13,1087,21.995075873372958,-3.895075873372958,91.95262542,116,971,2.1,22.14,18.1
315,13,1078,22.19749749317105,-3.897497493171047,88.19926314,112,966,2.1,21.86,18.3
316,14,1062,22.52668486578994,-4.026684865789941,82.9446566,106,956,2.1,21.38,18.5
317,14,1042,22.539173389321864,-4.039173389321864,76.5642984,102,940,2.0,21.36,18.5
318,15,1018,22.42313875413765,-4.023138754137651,69.15189945,97,921,1.9,21.52,18.4
319,15,985,22.122327900436748,-4.022327900436747,60.70749862,91,894,1.8,21.93,18.1
320,16,920,21.57207128645169,-3.772071286451686,50.66794027,93,827,1.7,22.77,17.8
321,16,875,21.57207128645169,-3.772071286451686,41.37881789,80,795,1.7,22.77,17.8
322,17,813,18.450838983732844,-2.0508389837328447,31.80869644,71,742,1.2,28.27,16.4
323,17,706,16.755398500094536,-2.0553985000945354,21.86302289,61,645,0.9,31.51,14.7
324,18,546,11.923501823858153,1.0764981761418475,12.38614999,46,500,0.7,44.19,13.0
325,18,300,10.708913684383393,1.091086315616608,4.597949656,28,272,0.6,47.86,11.8
326,19,20,11.980907940022773,-1.3809079400227728,0.18767389,2,18,0.6,43.31,10.6
327,19,0,11.081774422754403,-1.3817744227544044,0.0,0,0,0.8,45.99,9.7
328,20,0,9.709429312150135,-1.009429312150135,0.0,0,0,1.0,50.55,8.7
329,20,0,9.111008442619514,-1.011008442619514,0.0,0,0,1.2,52.64,8.1
330,21,0,8.540132846242882,-1.1401328462428817,0.0,0,0,1.4,54.69,7.4
331,21,0,8.240816897841654,-1.1408168978416542,0.0,0,0,1.6,55.82,7.1
332,22,0,8.289950818164005,-1.4899508181640058,0.0,0,0,1.7,55.54,6.8
333,22,0,8.08939451928181,-1.4893945192818112,0.0,0,0,1.8,56.31,6.6
334,23,0,8.231267343478535,-1.7312673434785348,0.0,0,0,1.9,55.7,6.5
335,23,0,8.031695736124066,-1.7316957361240657,0.0,0,0,2.0,56.47,6.3
288,0,0,4.929467385868184,-3.029467385868184,0.0,0,0,2.3,69.84,1.9
289,0,0,4.730351829760658,-3.0303518297606584,0.0,0,0,2.5,70.84,1.7
290,1,0,4.969510795106565,-3.3695107951065646,0.0,0,0,2.7,69.57,1.6
291,1,0,4.8694385038021455,-3.369438503802146,0.0,0,0,3.0,70.07,1.5
292,2,0,5.437247058663367,-3.9372470586633668,0.0,0,0,3.3,67.16,1.5
293,2,0,5.654614551172842,-3.9546145511728423,0.0,0,0,3.5,66.12,1.7
294,3,0,6.2801929257532825,-4.480192925753283,0.0,0,0,3.8,63.11,1.8
295,3,0,6.380426254485975,-4.480426254485975,0.0,0,0,3.8,62.66,1.9
296,4,0,6.599419229680734,-4.599419229680734,0.0,0,0,3.9,61.66,2.0
297,4,0,6.697711301754367,-4.597711301754368,0.0,0,0,3.8,61.23,2.1
298,5,0,6.494004166394157,-4.294004166394156,0.0,0,0,3.8,62.2,2.2
299,5,0,6.392835985417754,-4.292835985417754,0.0,0,0,3.6,62.65,2.1
300,6,0,5.995744783394553,-3.995744783394553,0.0,0,0,3.4,64.52,2.0
301,6,0,6.395506292865309,-3.995506292865309,0.0,0,0,3.2,62.71,2.4
302,7,1,6.634489579582983,-3.9344895795829826,0.0,0,1,3.0,61.67,2.7
303,7,141,8.033226847228272,-3.9332268472282723,2.8153094660000004,23,118,3.4,55.88,4.1
304,8,443,9.04239385299264,-3.6423938529926403,9.947284656,47,396,3.8,52.16,5.4
305,8,680,9.940914924958905,-3.640914924958906,18.76827597,55,625,4.3,49.02,6.3
306,9,842,11.504482724513819,-4.304482724513819,27.58909277,50,792,4.9,43.85,7.2
307,9,535,12.101898577793802,-4.301898577793803,24.77371585,100,435,5.1,42.1,7.8
308,10,930,13.629291153104555,-5.229291153104555,41.47693257,66,864,5.3,37.69,8.4
309,10,663,14.128467683305573,-5.228467683305572,37.44164061,153,510,5.5,36.44,8.9
310,11,748,15.025156479540943,-5.625156479540942,43.6347549,159,589,5.7,34.19,9.4
311,11,1010,14.826235815216833,-5.626235815216833,54.89545748,76,934,5.7,34.65,9.2
312,12,951,14.890968540310093,-5.790968540310093,54.05097138,103,848,5.7,34.45,9.1
313,12,807,15.090777588272937,-5.790777588272936,48.79590857,159,648,5.9,33.99,9.3
314,13,518,15.176100680203502,-5.676100680203502,36.59685098,236,282,6.0,33.83,9.5
315,13,330,15.176100680203502,-5.676100680203502,26.462338399999997,231,99,6.3,33.83,9.5
316,14,398,15.005905119927885,-5.505905119927885,27.86990959,203,195,6.5,34.27,9.5
317,14,420,14.506680101161681,-5.506680101161681,26.931676799999998,185,235,6.4,35.44,9.0
318,15,573,13.710158027755167,-5.210158027755168,27.58869858,126,447,6.3,37.49,8.5
319,15,703,12.593787686313465,-5.193787686313465,24.77382477,70,633,5.6,40.45,7.4
320,16,227,11.086893503742356,-4.786893503742357,10.41639316,76,151,4.9,44.98,6.3
321,16,142,11.086893503742356,-4.786893503742357,5.63048279,46,96,4.9,44.98,6.3
322,17,49,8.152739286973457,-4.652739286973458,1.7830410859999999,17,32,3.7,55.22,3.5
323,17,0,7.8528903753139225,-4.652890375313922,0.0,0,0,3.7,56.4,3.2
324,18,0,7.3284940568059245,-4.428494056805925,0.0,0,0,3.6,58.59,2.9
325,18,0,7.211895329439438,-4.411895329439438,0.0,0,0,3.5,59.08,2.8
326,19,0,6.923097763950356,-4.2230977639503555,0.0,0,0,3.4,60.35,2.7
327,19,0,6.622845381631281,-4.222845381631281,0.0,0,0,3.1,61.65,2.4
328,20,0,6.573418415253225,-4.373418415253225,0.0,0,0,2.9,61.83,2.2
329,20,0,6.272612826673724,-4.372612826673723,0.0,0,0,2.8,63.17,1.9
330,21,0,6.275131307296463,-4.575131307296463,0.0,0,0,2.7,63.11,1.7
331,21,0,6.275131307296463,-4.575131307296463,0.0,0,0,2.8,63.11,1.7
332,22,0,6.2633504268520435,-4.463350426852044,0.0,0,0,2.9,63.19,1.8
333,22,0,6.161900704988373,-4.4619007049883725,0.0,0,0,2.9,63.65,1.7
334,23,0,5.883915753385438,-4.283915753385438,0.0,0,0,2.8,64.97,1.6
335,23,0,5.683291666128207,-4.283291666128208,0.0,0,0,2.6,65.91,1.4
288,0,0,4.111571666463037,-2.711571666463038,0.0,0,0,1.1,74.11,1.4
289,0,0,3.911657494626205,-2.711657494626205,0.0,0,0,1.1,75.18,1.2
290,1,0,3.411729993548115,-2.411729993548115,0.0,0,0,1.0,77.98,1.0
291,1,0,3.211747210589494,-2.411747210589494,0.0,0,0,1.0,79.11,0.8
292,2,0,2.7398052081367332,-2.0398052081367335,0.0,0,0,1.1,81.9,0.7
293,2,0,2.539781530416966,-2.039781530416966,0.0,0,0,1.1,83.09,0.5
294,3,0,2.1669863243487577,-1.7669863243487578,0.0,0,0,1.2,85.39,0.4
295,3,0,1.967557688638151,-1.767557688638151,0.0,0,0,1.3,86.63,0.2
296,4,0,1.823884520808369,-1.7238845208083688,0.0,0,0,1.4,87.54,0.1
297,4,0,1.72334205817004,-1.72334205817004,0.0,0,0,1.5,88.18,0.0
298,5,0,1.7713335860431256,-1.8713335860431257,0.0,0,0,1.6,87.86,-0.1
299,5,0,1.6713130434042003,-1.8713130434042002,0.0,0,0,1.7,88.5,-0.2
300,6,0,1.9360810892210154,-2.2360810892210154,0.0,0,0,1.8,86.78,-0.3
301,6,0,1.8365531448098573,-2.2365531448098572,0.0,0,0,1.9,87.41,-0.4
302,7,0,2.076818726163547,-2.676818726163547,0.0,0,0,2.0,85.85,-0.6
303,7,4,2.176383484478313,-2.676383484478313,0.375393573,4,0,2.5,85.23,-0.5
304,8,17,2.458062709362264,-2.858062709362264,1.595420931,17,0,3.0,83.48,-0.4
305,8,30,2.657365713682176,-2.857365713682176,2.8154425130000003,30,0,3.5,82.28,-0.2
306,9,42,2.9539560248625754,-2.8539560248625753,3.941606523,42,0,3.9,80.53,0.1
307,9,28,3.0538189907239714,-2.8538189907239713,2.627734794,28,0,4.2,79.95,0.2
308,10,39,3.280635504476814,-2.980635504476814,3.660055155,39,0,4.5,78.63,0.3
309,10,56,3.280635504476814,-2.980635504476814,5.255463813,56,0,4.7,78.63,0.3
310,11,70,3.412367251045597,-3.012367251045597,6.5693225470000005,70,0,4.9,77.88,0.4
311,11,109,3.412367251045597,-3.012367251045597,10.13552621,108,1,5.0,77.88,0.4
312,12,124,3.518147420273018,-3.118147420273018,11.54323819,123,1,5.1,77.27,0.4
313,12,102,3.518147420273018,-3.118147420273018,9.572441425,102,0,5.2,77.27,0.4
314,13,120,3.5291959493982894,-3.2291959493982896,11.07401303,116,4,5.2,77.19,0.3
315,13,132,3.4292487699273355,-3.2292487699273353,12.10634959,126,6,5.2,77.75,0.2
316,14,129,3.337647281988933,-3.337647281988933,11.44944106,118,11,5.1,78.25,0.0
317,14,90,3.138227732066667,-3.338227732066667,7.977087121,82,8,4.8,79.39,-0.2
318,15,35,2.94356346336772,-3.34356346336772,3.190841862,34,1,4.6,80.52,-0.4
319,15,26,2.6432354431948246,-3.343235443194825,2.440063586,26,0,4.1,82.3,-0.7
320,16,11,2.431536388498964,-3.431536388498964,1.032337998,11,0,3.6,83.57,-1.0
321,16,5,2.431536388498964,-3.431536388498964,0.469244544,5,0,3.6,83.57,-1.0
322,17,1,2.3037477145537415,-3.8037477145537415,0.093849425,1,0,3.1,84.31,-1.5
323,17,0,2.2039328448753093,-3.8039328448753094,0.0,0,0,3.1,84.93,-1.6
324,18,0,2.3047038556694224,-4.0047038556694226,0.0,0,0,3.1,84.28,-1.7
325,18,0,2.2034444146155536,-4.0034444146155534,0.0,0,0,3.1,84.91,-1.8
326,19,0,2.2677393155404473,-4.167739315540447,0.0,0,0,3.1,84.49,-1.9
327,19,0,2.1684560151160817,-4.168456015116082,0.0,0,0,3.2,85.11,-2.0
328,20,0,2.2466832382478423,-4.346683238247842,0.0,0,0,3.3,84.6,-2.1
329,20,0,2.046377659981556,-4.346377659981556,0.0,0,0,3.2,85.86,-2.3
330,21,0,2.2285707447140672,-4.628570744714067,0.0,0,0,3.2,84.68,-2.4
331,21,0,2.0273940838263083,-4.627394083826308,0.0,0,0,3.0,85.95,-2.6
332,22,0,2.185303338597432,-4.985303338597432,0.0,0,0,2.9,84.91,-2.8
333,22,0,1.9853129640726603,-4.98531296407266,0.0,0,0,2.8,86.18,-3.0
334,23,0,2.1612248793177584,-5.2612248793177585,0.0,0,0,2.7,85.03,-3.1
335,23,0,2.1612248793177584,-5.2612248793177585,0.0,0,0,2.6,85.03,-3.1
288,0,0,5.024111119333858,11.975888880666142,0.0,0,0,2.0,72.3,17.0
289,0,0,4.72575117561227,11.974248824387729,0.0,0,0,2.0,73.68,16.7
290,1,0,4.923560890838997,11.576439109161003,0.0,0,0,2.1,72.69,16.5
