,Hour,TARGET,DHI,DNI,WS,RH,T,Target1,Target2
27494,19,1.876503745,15,122,1.8,47.17,22,0.46913625,1.5012194980000002
27495,19,0.0,0,0,1.7,50.2,21,0.0,0.0
27496,20,0.0,0,0,1.7,57.64,20,0.0,0.0
27497,20,0.0,0,0,1.6,57.64,19,0.0,0.0
27498,21,0.0,0,0,1.5,60.61,19,0.0,0.0
27499,21,0.0,0,0,1.3,64.55,19,0.0,0.0
27500,22,0.0,0,0,1.2,66.17,19,0.0,0.0
27501,22,0.0,0,0,1.1,70.48,18,0.0,0.0
27502,23,0.0,0,0,1.0,71.27,18,0.0,0.0
27503,23,0.0,0,0,1.0,75.95,17,0.0,0.0
27504,0,0.0,0,0,1.1,75.79,17,0.0,0.0
27505,0,0.0,0,0,1.1,80.81,16,0.0,0.0
27506,1,0.0,0,0,1.2,79.35,16,0.0,0.0
27507,1,0.0,0,0,1.2,84.65,15,0.0,0.0
27508,2,0.0,0,0,1.4,82.48,15,0.0,0.0
27509,2,0.0,0,0,1.5,82.47,15,0.0,0.0
27510,3,0.0,0,0,1.7,79.02,15,0.0,0.0
27511,3,0.0,0,0,1.9,79.02,15,0.0,0.0
27512,4,0.0,0,0,2.2,73.36,15,0.0,0.0
27513,4,0.0,0,0,2.8,73.36,15,0.0,0.0
27514,5,0.0,0,0,3.5,62.78,16,0.0,0.0
27515,5,5.160668927,27,319,3.7,55.23,17,4.597787937,4.879177895
27516,6,13.13595939,44,524,3.9,44.87,19,12.01028405,12.85447455
27517,6,22.42446625,58,651,3.5,39.62,21,20.73627812,22.04916138
27518,7,32.1813317,67,744,3.1,30.35,24,29.8370655,31.80603921
27519,7,41.93847563,74,805,3.2,28.57,25,39.21935939,41.46890929
27520,8,51.50719668,81,851,3.4,20.28,27,34.34001853,50.84989746
27521,8,60.41943536,86,884,3.4,19.12,28,46.349133,59.66822741
27522,9,68.48711637,92,906,3.4,16.83,29,43.15863727,67.64201104
27523,9,75.61728191,95,924,3.1,16.82,29,49.81953145,74.77209819
27524,10,81.62073454,102,931,2.9,15.98,30,64.2674273,80.68167819
27525,10,86.49921522,104,941,2.6,15.98,30,73.27344372,85.56010525
27526,11,90.06326868,108,942,2.4,15.73,31,79.74614915,89.03031495
27527,11,92.3148504,110,945,2.3,15.73,31,90.16005804,91.28187192
27528,12,92.87672477,116,936,2.2,15.56,32,90.72197469,91.75094628
27529,12,92.4076504,117,933,2.3,15.56,32,90.25288486,91.28187192
27530,13,89.78083394,134,900,2.4,15.21,32,87.71979973,85.09009026
27531,13,86.59112824,133,891,2.5,16.1,32,84.52998883,3.75259494
27532,14,74.48900956,383,484,2.8,16.31,32,34.52501209,68.57867253
27533,14,36.21293928,350,44,3.0,17.27,31,74.58528426,75.42798752
27534,15,60.98033817,297,478,3.4,17.4,31,67.92420856,50.56677273
27535,15,59.57375452,184,675,3.8,18.43,30,60.32561636,60.51192388
27536,16,52.81951577,122,748,4.2,19.29,29,51.97572545,51.97458268
27537,16,43.71965353,112,701,4.4,21.7,28,43.06339394,42.96862917
27538,17,10.32020334,110,0,4.6,24.83,27,33.86903097,0.562913994
27539,17,7.411945357,79,0,4.4,28.0,25,24.48756631,0.375284247
27540,18,4.78503195,51,0,4.3,34.48,23,15.48081554,0.187644186
27541,18,2.251829247,24,0,3.7,38.99,21,7.50601498,0.093824156
27542,19,0.46913625,5,0,3.1,48.59,20,1.5012194980000002,0.0
27543,19,0.0,0,0,2.5,51.77,19,0.0,0.0
27544,20,0.0,0,0,1.9,59.55,18,0.0,0.0
27545,20,0.0,0,0,1.5,63.48,17,0.0,0.0
27546,21,0.0,0,0,1.2,66.39,17,0.0,0.0
27547,21,0.0,0,0,1.1,70.79,16,0.0,0.0
27548,22,0.0,0,0,1.0,72.21,16,0.0,0.0
27549,22,0.0,0,0,0.9,72.2,15,0.0,0.0
27550,23,0.0,0,0,0.8,72.93,15,0.0,0.0
27551,23,0.0,0,0,0.8,77.8,15,0.0,0.0
27552,0,0.0,0,0,0.8,77.79,15,0.0,0.0
27553,0,0.0,0,0,0.8,83.03,14,0.0,0.0
27554,1,0.0,0,0,0.8,82.88,14,0.0,0.0
27555,1,0.0,0,0,0.8,82.86,14,0.0,0.0
27556,2,0.0,0,0,0.9,83.04,14,0.0,0.0
27557,2,0.0,0,0,0.8,83.02,13,0.0,0.0
27558,3,0.0,0,0,0.8,83.13,13,0.0,0.0
27559,3,0.0,0,0,0.7,88.79,13,0.0,0.0
27560,4,0.0,0,0,0.7,88.37,13,0.0,0.0
27561,4,0.0,0,0,0.6,88.38,13,0.0,0.0
27562,5,0.0,0,0,0.6,84.54,14,0.0,0.0
27563,5,4.597787937,29,226,0.3,79.2,15,4.879177895,4.316100943
27564,6,12.01028405,55,400,0.1,71.68,17,12.85447455,11.82210355
27565,6,20.73627812,75,531,0.7,67.25,18,22.04916138,20.64131429
27566,7,29.8370655,95,602,1.3,59.49,20,31.80603921,30.11689189
27567,7,39.21935939,108,672,1.9,55.88,21,41.46890929,39.498667
27568,8,34.34001853,249,213,2.5,52.14,22,50.84989746,48.69206048
27569,8,46.349133,271,353,2.8,49.03,23,59.66822741,57.41659619
27570,9,43.15863727,346,162,3.1,45.42,24,67.64201104,65.20277069
27571,9,49.81953145,388,186,3.2,42.74,25,74.77209819,59.66757146
27572,10,64.2674273,370,382,3.4,39.27,26,80.68167819,13.04041078
27573,10,73.27344372,419,416,3.4,36.98,27,85.56010525,11.07027678
27574,11,79.74614915,441,453,3.5,34.15,28,89.03031495,45.87597748
27575,11,90.16005804,129,901,3.5,34.14,28,91.28187192,47.56518668
27576,12,90.72197469,140,887,3.6,31.42,29,91.75094628,58.82321903
27577,12,90.25288486,140,885,3.6,31.4,29,91.28187192,46.53371194
27578,13,87.71979973,159,849,3.6,30.55,29,85.09009026,5.066225946
27579,13,84.52998883,157,840,3.6,30.53,29,3.75259494,7.50560243
27580,14,34.52501209,342,30,3.7,29.72,29,68.57867253,18.29510704
27581,14,74.58528426,143,820,3.7,29.72,29,75.42798752,3.471417446
27582,15,67.92420856,137,799,3.7,28.84,29,50.56677273,18.85844802
27583,15,60.32561636,131,770,3.6,28.84,28,60.51192388,12.29096442
27584,16,51.97572545,121,738,3.6,28.17,28,51.97458268,14.16760327
27585,16,43.06339394,111,691,3.6,29.87,27,42.96862917,35.65396308
27586,17,33.86903097,99,633,3.6,31.82,27,0.562913994,11.4469245
27587,17,24.48756631,85,551,3.2,35.87,25,0.375284247,8.256888761
27588,18,15.48081554,68,434,2.9,42.5,24,0.187644186,5.254383757
27589,18,7.50601498,44,279,2.6,48.04,22,0.093824156,2.439562132
27590,19,1.5012194980000002,13,77,2.4,54.63,21,0.0,0.469146564
27591,19,0.0,0,0,2.6,58.16,20,0.0,0.0
27592,20,0.0,0,0,2.9,60.75,20,0.0,0.0
27593,20,0.0,0,0,3.2,64.69,19,0.0,0.0
27594,21,0.0,0,0,3.6,67.86,19,0.0,0.0
27595,21,0.0,0,0,3.7,72.3,18,0.0,0.0
27596,22,0.0,0,0,3.8,74.32,18,0.0,0.0
27597,22,0.0,0,0,3.8,79.2,17,0.0,0.0
27598,23,0.0,0,0,3.8,78.61,17,0.0,0.0
27599,23,0.0,0,0,3.7,78.59,17,0.0,0.0
27600,0,0.0,0,0,3.6,75.53,17,0.0,0.0
27601,0,0.0,0,0,3.5,75.51,16,0.0,0.0
27602,1,0.0,0,0,3.5,70.97,16,0.0,0.0
27603,1,0.0,0,0,3.5,75.67,16,0.0,0.0
27604,2,0.0,0,0,3.5,70.98,16,0.0,0.0
27605,2,0.0,0,0,3.6,70.96,15,0.0,0.0
27606,3,0.0,0,0,3.8,67.7,15,0.0,0.0
27607,3,0.0,0,0,4.0,72.23,15,0.0,0.0
27608,4,0.0,0,0,4.3,69.97,15,0.0,0.0
27609,4,0.0,0,0,4.6,69.97,15,0.0,0.0
27610,5,0.0,0,0,4.9,64.0,16,0.0,0.0
27611,5,4.879177895,25,324,4.8,60.01,17,4.316100943,4.222319074
27612,6,12.85447455,42,532,4.7,52.54,19,11.82210355,11.54075175
27613,6,22.04916138,55,659,4.2,46.34,21,20.64131429,20.26646322
27614,7,31.80603921,64,747,3.7,35.86,24,30.11689189,29.27313663
27615,7,41.46890929,72,806,3.4,31.78,26,39.498667,38.65512729
27616,8,50.84989746,79,847,3.2,23.81,28,48.69206048,47.28581512
27617,8,59.66822741,84,879,3.3,22.46,29,57.41659619,56.10437816
27618,9,67.64201104,91,898,3.4,19.89,30,65.20277069,63.60928132
27619,9,74.77209819,95,916,3.6,19.89,30,59.66757146,70.92638352
27620,10,80.68167819,102,923,3.9,18.88,31,13.04041078,76.55461998
27621,10,85.56010525,104,932,4.0,18.88,31,11.07027678,59.47993758
27622,11,89.03031495,110,932,4.2,18.23,32,45.87597748,68.76705827
27623,11,91.28187192,111,935,4.2,18.22,32,47.56518668,77.30430562
27624,12,91.75094628,123,918,4.3,18.56,32,58.82321903,91.47050725
27625,12,91.28187192,124,915,4.1,18.56,32,46.53371194,91.09524363
27626,13,85.09009026,374,584,4.1,18.87,32,5.066225946,88.65505546
27627,13,3.75259494,40,0,4.0,18.87,32,7.50560243,24.20450346
27628,14,68.57867253,388,406,3.9,19.38,32,18.29510704,81.24457362
27629,14,75.42798752,125,856,3.6,20.52,31,3.471417446,75.42798752
27630,15,50.56677273,359,245,3.4,21.08,31,18.85844802,36.5882029
27631,15,60.51192388,123,788,3.0,22.34,30,12.29096442,60.32429001
27632,16,51.97458268,117,746,2.8,22.82,30,14.16760327,51.505498
27633,16,42.96862917,108,699,2.5,24.19,29,35.65396308,20.26468101
27634,17,0.562913994,6,0,2.3,26.52,28,11.4469245,1.782560981
27635,17,0.375284247,4,0,1.6,29.86,26,8.256888761,1.313494865
27636,18,0.187644186,2,0,1.0,40.03,25,5.254383757,0.750576745
27637,18,0.093824156,1,0,1.0,45.2,23,2.439562132,0.375296624
27638,19,0.0,0,0,1.0,48.98,22,0.469146564,0.0
27639,19,0.0,0,0,0.9,52.12,21,0.0,0.0
27640,20,0.0,0,0,0.8,51.81,21,0.0,0.0
27641,20,0.0,0,0,1.0,55.16,20,0.0,0.0
27642,21,0.0,0,0,1.3,54.16,20,0.0,0.0
27643,21,0.0,0,0,2.0,57.67,19,0.0,0.0
27644,22,0.0,0,0,2.7,56.16,19,0.0,0.0
27645,22,0.0,0,0,3.5,56.16,19,0.0,0.0
27646,23,0.0,0,0,4.4,56.71,19,0.0,0.0
27647,23,0.0,0,0,4.5,60.41,18,0.0,0.0
27648,0,0.0,0,0,4.7,62.32,18,0.0,0.0
27649,0,0.0,0,0,4.5,66.41,17,0.0,0.0
27650,1,0.0,0,0,4.3,68.06,17,0.0,0.0
27651,1,0.0,0,0,4.1,68.05,17,0.0,0.0
27652,2,0.0,0,0,3.9,69.02,17,0.0,0.0
27653,2,0.0,0,0,3.7,69.01,17,0.0,0.0
27654,3,0.0,0,0,3.6,69.71,17,0.0,0.0
27655,3,0.0,0,0,3.5,69.71,16,0.0,0.0
27656,4,0.0,0,0,3.5,69.55,16,0.0,0.0
27657,4,0.0,0,0,3.6,69.55,17,0.0,0.0
27658,5,0.0,0,0,3.8,65.54,18,0.0,0.0
27659,5,4.316100943,27,236,3.8,61.52,19,4.222319074,3.002538008
27660,6,11.82210355,48,443,3.9,55.25,21,11.54075175,8.91358875
27661,6,20.64131429,64,574,3.2,48.83,23,20.26646322,15.95028183
27662,7,30.11689189,74,674,2.5,39.34,25,29.27313663,23.45578113
27663,7,39.498667,84,738,2.4,37.06,26,38.65512729,32.46244422
27664,8,48.69206048,91,787,2.4,29.93,28,47.28581512,23.36118756
27665,8,57.41659619,97,823,2.4,29.93,29,56.10437816,29.17802945
27666,9,65.20277069,106,842,2.5,27.11,30,63.60928132,50.94371646
27667,9,59.66757146,330,401,2.7,27.11,30,70.92638352,57.60423212
27668,10,13.04041078,134,6,2.9,25.19,31,76.55461998,58.35413435
27669,10,11.07027678,115,3,2.9,25.19,31,59.47993758,76.74225385
27670,11,45.87597748,434,61,3.0,25.46,31,68.76705827,86.87352791
27671,11,47.56518668,449,63,2.7,26.97,30,77.30430562,89.12510963
27672,12,58.82321903,495,142,2.5,28.3,30,91.47050725,89.50037325
27673,12,46.53371194,444,56,1.8,30.0,29,91.09524363,88.93845557
27674,13,5.066225946,54,0,1.2,34.26,28,88.65505546,86.78066603
27675,13,7.50560243,80,0,1.1,36.36,27,24.20450346,69.70674995
27676,14,18.29510704,184,12,1.0,41.57,26,81.24457362,68.11184449999999
27677,14,3.471417446,37,0,1.6,44.16,25,75.42798752,55.44702841
27678,15,18.85844802,193,11,2.3,49.49,24,36.5882029,25.61258673
27679,15,12.29096442,128,3,2.3,52.62,23,60.32429001,13.32244431
27680,16,14.16760327,148,5,2.4,58.52,22,51.505498,11.53986374
27681,16,35.65396308,195,373,1.8,62.27,21,20.26468101,1.782600173
27682,17,11.4469245,122,0,1.3,67.92,20,1.782560981,1.313509304
27683,17,8.256888761,88,0,1.0,72.33,19,1.313494865,0.938241559
27684,18,5.254383757,56,0,0.8,74.31,19,0.750576745,13.60465215
27685,18,2.439562132,26,0,0.9,79.17,18,0.375296624,6.09877125
27686,19,0.469146564,5,0,1.0,80.05,18,0.0,0.844454532
27687,19,0.0,0,0,1.0,80.05,18,0.0,0.0
27688,20,0.0,0,0,1.0,79.79,18,0.0,0.0
27689,20,0.0,0,0,0.9,79.78,18,0.0,0.0
27690,21,0.0,0,0,0.9,77.82,18,0.0,0.0
27691,21,0.0,0,0,0.9,77.8,18,0.0,0.0
27692,22,0.0,0,0,1.0,74.94,18,0.0,0.0
27693,22,0.0,0,0,1.0,74.92,18,0.0,0.0
27694,23,0.0,0,0,1.1,71.93,18,0.0,0.0
27695,23,0.0,0,0,1.1,71.92,17,0.0,0.0
27696,0,0.0,0,0,1.1,69.61,17,0.0,0.0
27697,0,0.0,0,0,1.0,74.2,17,0.0,0.0
27698,1,0.0,0,0,1.0,72.4,17,0.0,0.0
27699,1,0.0,0,0,1.0,72.39,17,0.0,0.0
27700,2,0.0,0,0,1.1,71.59,17,0.0,0.0
27701,2,0.0,0,0,1.2,71.59,17,0.0,0.0
27702,3,0.0,0,0,1.3,70.84,17,0.0,0.0
27703,3,0.0,0,0,1.5,70.85,16,0.0,0.0
27704,4,0.0,0,0,1.7,70.27,16,0.0,0.0
27705,4,0.0,0,0,2.2,70.29,16,0.0,0.0
27706,5,0.0,0,0,2.8,70.14,17,0.0,0.0
27707,5,4.222319074,25,253,3.3,65.81,18,3.002538008,4.034616099
27708,6,11.54075175,48,435,3.9,58.39,20,8.91358875,11.72840625
27709,6,20.26646322,63,568,3.9,51.57,21,15.95028183,20.82919157
27710,7,29.27313663,83,630,4.0,40.09,23,23.45578113,30.39869234
27711,7,38.65512729,94,700,4.2,37.74,24,32.46244422,39.96777231
27712,8,47.28581512,114,720,4.5,27.77,26,23.36118756,49.34879347
27713,8,56.10437816,122,762,4.7,27.78,27,29.17802945,58.16713993
27714,9,63.60928132,141,770,4.9,23.61,28,50.94371646,66.32857393
27715,9,70.92638352,148,797,4.9,22.26,29,57.60423212,73.55247802
27716,10,76.55461998,166,795,4.9,19.43,30,58.35413435,79.74351914
27717,10,59.47993758,449,214,4.7,19.43,30,76.74225385,84.71576209999998
27718,11,68.76705827,435,332,4.6,17.12,31,86.87352791,88.27979596
27719,11,77.30430562,471,384,4.4,17.12,31,89.12510963,90.6251678
27720,12,91.47050725,127,915,4.3,15.24,31,89.50037325,91.37468223
27721,12,91.09524363,126,914,4.1,15.24,31,88.93845557,90.81179918
27722,13,88.65505546,144,881,4.0,14.81,32,86.78066603,88.56026697
27723,13,24.20450346,243,16,3.8,14.81,31,69.70674995,50.94091627
27724,14,81.24457362,132,873,3.7,15.08,31,68.11184449999999,34.80493543
27725,14,75.42798752,128,857,3.6,15.97,31,55.44702841,75.23952855
27726,15,36.5882029,339,69,3.5,16.57,31,25.61258673,37.5259494
27727,15,60.32429001,131,778,3.3,17.56,30,13.32244431,42.96768443
27728,16,51.505498,130,721,3.1,18.24,30,11.53986374,18.66936507
27729,16,20.26468101,197,39,2.7,19.34,29,1.782600173,9.100242816
27730,17,1.782560981,19,0,2.4,22.41,28,1.313509304,9.569432698
27731,17,1.313494865,14,0,1.7,25.24,26,0.938241559,6.848862217000001
27732,18,0.750576745,8,0,1.1,37.87,25,13.60465215,4.128126717
27733,18,0.375296624,4,0,1.1,42.78,23,6.09877125,1.876441863
27734,19,0.0,0,0,1.1,43.82,22,0.844454532,0.187646249
27735,19,0.0,0,0,1.0,46.62,21,0.0,0.0
27736,20,0.0,0,0,1.0,44.39,21,0.0,0.0
27737,20,0.0,0,0,1.0,47.26,20,0.0,0.0
27738,21,0.0,0,0,1.0,44.66,20,0.0,0.0
27739,21,0.0,0,0,1.0,44.67,20,0.0,0.0
27740,22,0.0,0,0,1.0,42.33,20,0.0,0.0
27741,22,0.0,0,0,1.1,45.09,19,0.0,0.0
27742,23,0.0,0,0,1.2,44.6,19,0.0,0.0
27743,23,0.0,0,0,1.2,47.52,18,0.0,0.0
27744,0,0.0,0,0,1.2,46.41,18,0.0,0.0
27745,0,0.0,0,0,1.2,46.41,18,0.0,0.0
27746,1,0.0,0,0,1.2,44.74,18,0.0,0.0
27747,1,0.0,0,0,1.1,44.74,18,0.0,0.0
27748,2,0.0,0,0,1.1,43.88,18,0.0,0.0
27749,2,0.0,0,0,1.0,43.88,17,0.0,0.0
27750,3,0.0,0,0,1.0,44.51,17,0.0,0.0
27751,3,0.0,0,0,1.0,47.44,17,0.0,0.0
27752,4,0.0,0,0,1.0,47.54,17,0.0,0.0
27753,4,0.0,0,0,0.9,47.55,17,0.0,0.0
27754,5,0.0,0,0,0.8,46.76,17,0.0,0.0
27755,5,3.002538008,26,85,0.7,43.9,18,4.034616099,1.219807882
27756,6,8.91358875,63,187,0.6,41.27,20,11.72840625,3.753213765
27757,6,15.95028183,101,257,1.1,38.8,22,20.82919157,6.849615121
27758,7,23.45578113,134,319,1.7,31.81,24,30.39869234,10.03984682
27759,7,32.46244422,167,395,2.4,29.95,25,39.96777231,22.3316219
27760,8,23.36118756,223,47,3.1,27.37,27,49.34879347,40.34660448
27761,8,29.17802945,273,60,3.2,25.79,27,58.16713993,38.93916479
27762,9,50.94371646,319,321,3.3,25.41,28,66.32857393,47.8524235
27763,9,57.60423212,351,345,3.4,25.4,29,73.55247802,59.11116750000001
27764,10,58.35413435,410,259,3.5,24.57,30,79.74351914,60.98704211
27765,10,76.74225385,386,501,3.6,24.56,30,84.71576209999998,67.55487741
27766,11,86.87352791,120,899,3.8,23.79,31,88.27979596,69.71211413
27767,11,89.12510963,122,903,4.0,23.78,31,90.6251678,59.48516872
27768,12,89.50037325,136,883,4.2,24.6,31,91.37468223,51.60328573
27769,12,88.93845557,136,880,4.2,26.05,30,90.81179918,68.39780963
27770,13,86.78066603,142,863,4.3,27.19,30,88.56026697,67.08427145
27771,13,69.70674995,409,380,4.3,27.18,29,50.94091627,47.56936994
27772,14,68.11184449999999,382,410,4.4,28.28,29,34.80493543,29.08580805
27773,14,55.44702841,393,252,4.4,29.97,28,75.23952855,54.23095823
27774,15,25.61258673,258,20,4.4,30.59,28,37.5259494,4.78508455
27775,15,13.32244431,138,4,4.1,32.45,27,42.96768443,4.222179838
27776,16,11.53986374,123,0,3.9,35.64,27,18.66936507,13.51097548
27777,16,1.782600173,19,0,3.0,37.84,26,9.100242816,15.762978
27778,17,1.313509304,14,0,2.2,43.29,25,9.569432698,1.3135815
27779,17,0.938241559,10,0,1.7,48.9,23,6.848862217000001,0.938282814
27780,18,13.60465215,77,317,1.2,59.95,22,4.128126717,0.5629758770000001
27781,18,6.09877125,45,168,2.0,63.81,20,1.876441863,0.187662751
27782,19,0.844454532,9,0,2.8,72.41,19,0.187646249,0.0
27783,19,0.0,0,0,2.8,77.12,18,0.0,0.0
27784,20,0.0,0,0,2.8,84.77,18,0.0,0.0
27785,20,0.0,0,0,2.3,84.75,18,0.0,0.0
27786,21,0.0,0,0,1.9,85.47,18,0.0,0.0
27787,21,0.0,0,0,1.4,91.08,17,0.0,0.0
27788,22,0.0,0,0,1.0,92.05,17,0.0,0.0
27789,22,0.0,0,0,1.1,92.02,17,0.0,0.0
27790,23,0.0,0,0,1.3,93.64,17,0.0,0.0
27791,23,0.0,0,0,1.7,93.6,17,0.0,0.0
27792,0,0.0,0,0,2.1,95.71,17,0.0,0.0
27793,0,0.0,0,0,2.5,95.68,17,0.0,0.0
27794,1,0.0,0,0,3.0,91.64,18,0.0,0.0
27795,1,0.0,0,0,3.1,91.6,18,0.0,0.0
27796,2,0.0,0,0,3.2,91.28,18,0.0,0.0
27797,2,0.0,0,0,3.1,91.24,18,0.0,0.0
27798,3,0.0,0,0,3.0,88.35,18,0.0,0.0
27799,3,0.0,0,0,2.8,94.16,17,0.0,0.0
27800,4,0.0,0,0,2.6,90.7,17,0.0,0.0
27801,4,0.0,0,0,2.6,90.69,17,0.0,0.0
27802,5,0.0,0,0,2.7,82.91,18,0.0,0.0
27803,5,4.034616099,23,285,3.0,77.82,19,1.219807882,2.345861741
27804,6,11.72840625,40,506,3.3,66.77,20,3.753213765,7.3190081839999985
27805,6,20.82919157,53,639,2.8,62.75,22,6.849615121,13.23036937
27806,7,30.39869234,62,730,2.4,47.61,24,10.03984682,19.61075748
27807,7,39.96777231,69,792,1.4,42.2,26,22.3316219,29.36889771
27808,8,49.34879347,76,836,0.5,29.97,28,40.34660448,36.31154489
27809,8,58.16713993,81,871,0.9,28.26,29,38.93916479,28.05465613
27810,9,66.32857393,86,894,1.4,23.86,30,47.8524235,27.86669325
27811,9,73.55247802,90,914,1.8,23.86,30,59.11116750000001,16.51341448
27812,10,79.74351914,95,926,2.3,21.79,31,60.98704211,17.54531002
27813,10,84.71576209999998,97,937,2.5,20.57,31,67.55487741,27.58460505
27814,11,88.27979596,102,939,2.9,19.14,32,69.71211413,25.61399455
27815,11,90.6251678,104,943,3.0,19.14,32,59.48516872,26.27076365
27816,12,91.37468223,111,934,3.2,19.03,33,51.60328573,36.21612417
27817,12,90.81179918,111,931,3.3,19.02,33,68.39780963,25.80164287
27818,13,88.56026697,120,911,3.4,18.99,33,67.08427145,25.23869793
27819,13,50.94091627,450,105,3.3,18.98,33,47.56936994,20.45389082
27820,14,34.80493543,344,31,3.3,19.21,33,29.08580805,12.19727434
27821,14,75.23952855,103,890,3.2,20.33,32,54.23095823,10.50842097
27822,15,37.5259494,343,79,3.2,21.04,32,4.78508455,4.503608988
27823,15,42.96768443,313,221,3.1,22.28,31,4.222179838,27.39725584
27824,16,18.66936507,191,14,3.0,23.5,31,13.51097548,34.2465698
27825,16,9.100242816,97,0,2.7,24.9,30,15.762978,13.79260575
27826,17,9.569432698,102,0,2.4,28.54,29,1.3135815,13.135815
27827,17,6.848862217000001,73,0,1.7,32.12,27,0.938282814,9.288999856
27828,18,4.128126717,44,0,1.0,42.66,26,0.5629758770000001,5.629758765
27829,18,1.876441863,20,0,0.8,45.31,25,0.187662751,2.439588947
27830,19,0.187646249,2,0,0.7,52.27,24,0.0,0.0
27831,19,0.0,0,0,1.0,55.57,23,0.0,0.0
27832,20,0.0,0,0,1.3,59.78,22,0.0,0.0
27833,20,0.0,0,0,2.1,63.6,21,0.0,0.0
27834,21,0.0,0,0,3.0,64.3,21,0.0,0.0
27835,21,0.0,0,0,3.6,68.44,20,0.0,0.0
27836,22,0.0,0,0,4.3,67.92,19,0.0,0.0
27837,22,0.0,0,0,4.3,72.34,19,0.0,0.0
27838,23,0.0,0,0,4.4,71.06,19,0.0,0.0
27839,23,0.0,0,0,4.2,71.07,19,0.0,0.0
27840,0,0.0,0,0,4.1,68.41,19,0.0,0.0
27841,0,0.0,0,0,4.0,68.41,19,0.0,0.0
27842,1,0.0,0,0,3.9,63.74,19,0.0,0.0
27843,1,0.0,0,0,3.7,63.73,19,0.0,0.0
27844,2,0.0,0,0,3.6,57.5,19,0.0,0.0
27845,2,0.0,0,0,3.2,61.26,18,0.0,0.0
27846,3,0.0,0,0,2.9,56.35,18,0.0,0.0
27847,3,0.0,0,0,2.8,60.09,17,0.0,0.0
27848,4,0.0,0,0,2.8,55.23,17,0.0,0.0
27849,4,0.0,0,0,3.4,55.26,16,0.0,0.0
27850,5,0.0,0,0,4.1,51.82,16,0.0,0.0
27851,5,1.219807882,13,0,4.9,51.85,16,2.345861741,2.627336271
27852,6,3.753213765,40,0,5.8,48.23,17,7.3190081839999985,8.538655171
27853,6,6.849615121,73,0,5.9,48.25,17,13.23036937,15.57583712
27854,7,10.03984682,107,0,6.1,45.42,17,19.61075748,23.1755855
27855,7,22.3316219,194,100,6.0,45.43,17,29.36889771,30.775338
27856,8,40.34660448,204,420,5.9,42.11,18,36.31154489,17.73296039
27857,8,38.93916479,292,198,5.6,42.11,18,28.05465613,22.33039457
27858,9,47.8524235,330,259,5.3,40.21,19,27.86669325,14.44892
27859,9,59.11116750000001,324,404,5.0,37.75,20,16.51341448,10.32065715
27860,10,60.98704211,402,304,4.7,36.94,21,17.54531002,14.26111492
27861,10,67.55487741,394,380,4.5,36.94,21,27.58460505,12.38465243
27862,11,69.71211413,420,362,4.3,36.23,22,25.61399455,8.913196828
27863,11,59.48516872,485,162,4.1,36.22,22,26.27076365,13.97964555
27864,12,51.60328573,470,86,4.1,35.23,23,36.21612417,47.28685475
27865,12,68.39780963,474,278,4.0,35.23,23,25.80164287,40.71968365
27866,13,67.08427145,395,354,4.0,36.19,23,25.23869793,20.64131429
27867,13,47.56936994,436,81,3.9,36.18,22,20.45389082,28.89815767
27868,14,29.08580805,292,20,3.9,36.68,22,12.19727434,57.32718941
27869,14,54.23095823,393,236,3.8,38.99,22,10.50842097,53.19888117
27870,15,4.78508455,51,0,3.8,39.02,22,4.503608988,64.92702958
27871,15,4.222179838,45,0,3.7,41.5,21,27.39725584,57.32781958
27872,16,13.51097548,142,3,3.7,41.46,21,34.2465698,48.9778245
27873,16,15.762978,162,12,3.5,44.13,20,13.79260575,40.06467615
27874,17,1.3135815,14,0,3.4,44.37,20,13.135815,27.58551472
27875,17,0.938282814,10,0,2.7,47.25,19,9.288999856,19.42266774
27876,18,0.5629758770000001,6,0,2.1,52.15,18,5.629758765,11.72866409
27877,18,0.187662751,2,0,1.7,55.61,16,2.439588947,4.973008238999999
27878,19,0.0,0,0,1.4,62.65,15,0.0,0.0
27879,19,0.0,0,0,1.5,66.87,14,0.0,0.0
27880,20,0.0,0,0,1.7,72.53,14,0.0,0.0
27881,20,0.0,0,0,1.5,72.53,14,0.0,0.0
27882,21,0.0,0,0,1.4,75.13,14,0.0,0.0
27883,21,0.0,0,0,1.1,75.12,13,0.0,0.0
27884,22,0.0,0,0,0.9,77.23,13,0.0,0.0
27885,22,0.0,0,0,0.8,82.48,13,0.0,0.0
27886,23,0.0,0,0,0.8,84.18,13,0.0,0.0
27887,23,0.0,0,0,1.2,84.14,13,0.0,0.0
27888,0,0.0,0,0,1.6,85.51,13,0.0,0.0
27889,0,0.0,0,0,1.7,85.48,12,0.0,0.0
27890,1,0.0,0,0,1.9,86.19,12,0.0,0.0
27891,1,0.0,0,0,1.8,92.09,12,0.0,0.0
27892,2,0.0,0,0,1.8,92.85,12,0.0,0.0
27893,2,0.0,0,0,1.7,92.84,12,0.0,0.0
27894,3,0.0,0,0,1.6,93.68,12,0.0,0.0
27895,3,0.0,0,0,1.6,93.68,12,0.0,0.0
27896,4,0.0,0,0,1.6,94.36,12,0.0,0.0
27897,4,0.0,0,0,1.8,94.37,12,0.0,0.0
27898,5,0.0,0,0,2.1,90.62,13,0.0,0.0
27899,5,2.345861741,22,44,2.5,84.85,13,2.627336271,3.378003777
